County,Type,Facility Name,Street Address,City,State,ZIP,Location
Queens,Grocery (Formula Allowed),Key Food,101st Avenue,Ozone Park,NY,11416,"101st Avenue
Ozone Park, NY 11416
(40.683282828000074, -73.84944609099995)"
Nassau,Grocery (Formula Allowed),Super Stop & Shop #2552,Hempstead Turnpike,West Hempstead,NY,11552,"Hempstead Turnpike
West Hempstead, NY 11552
(40.705070044000024, -73.65035946699999)"
Herkimer,Grocery (Formula Allowed),Save-A-Lot #8047,Mohawk St,Herkimer,NY,13350,"Mohawk St
Herkimer, NY 13350
(43.02208994500006, -74.98931385399999)"
Onondaga,Grocery w/ Pharmacy inside,Walmart Supercenter #2581,West Genesee Street,Camillus,NY,13031,"West Genesee Street
Camillus, NY 13031
(43.04060508400005, -76.28484432699997)"
New York,Grocery,Central Market,Manhattan Ave,New York,NY,10025,"Manhattan Ave
New York, NY 10025
(40.797970805000034, -73.96197666599994)"
Queens,Grocery,Gold Sword Supermarket,45th Av,Flushing,NY,11355,"45th Av
Flushing, NY 11355
(40.754993425000066, -73.81661301099996)"
Otsego,Grocery (Formula Allowed),Price Chopper #210,Main Street,Richfield Springs,NY,13439,"Main Street
Richfield Springs, NY 13439
(42.85283137700003, -74.98022878799998)"
Niagara,Grocery,Budwey's Market In The Square,Division St,North Tonawanda,NY,14120,"Division St
North Tonawanda, NY 14120
(43.03126658700006, -78.86077064399996)"
Erie,Grocery (Formula Allowed),Target Store T-1010,Niagara Falls Boulevard,Amherst,NY,14228,"Niagara Falls Boulevard
Amherst, NY 14228
(43.02238432300004, -78.82218483899999)"
Richmond,Grocery,"V T G, Inc.",Westervelt Av,Staten Island,NY,10301,"Westervelt Av
Staten Island, NY 10301
(40.64184557900006, -74.08323907099998)"
Washington,Pharmacy Only,CVS #5166,Broadway,Whitehall,NY,12887,"Broadway
Whitehall, NY 12887
(43.548386737000044, -73.40551159499995)"
Dutchess,Grocery,Casa Latina Supermarket,Main St,Poughkeepsie,NY,12601,"Main St
Poughkeepsie, NY 12601
(41.702159927000025, -73.92362101999998)"
Kings,Grocery,City Fresh Market,Knickerbocker Av,Brooklyn,NY,11237,"Knickerbocker Av
Brooklyn, NY 11237
(40.70256867000006, -73.92497538799995)"
Kings,Grocery,A & M Grocery Store,Avenue D,Brooklyn,NY,11203,"Avenue D
Brooklyn, NY 11203
(40.64196228000003, -73.93222989199995)"
Rensselaer,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8236,Route 43,West Sand Lake,NY,12196,"Route 43
West Sand Lake, NY 12196
(42.643980369000076, -73.60749335299994)"
Kings,Grocery,Green Village Supermarket,Tapscott Street,Brooklyn,NY,11212,"Tapscott Street
Brooklyn, NY 11212
(40.66491298400007, -73.92026715099996)"
Chenango,Grocery w/ Pharmacy inside,Price Chopper #161,State Highway 12,Norwich,NY,13815,"State Highway 12
Norwich, NY 13815
(42.49539707500003, -75.53078326699995)"
Queens,Grocery,Trade Fair #2,21st Avenue,East Elmhurst,NY,11370,"21st Avenue
East Elmhurst, NY 11370
(40.770418128000074, -73.89367822499997)"
Orange,Pharmacy Only,Walgreens #10914,N Plank Rd,Newburgh,NY,12550,"N Plank Rd
Newburgh, NY 12550
(41.54688686800006, -74.05489508399995)"
Rensselaer,Pharmacy Only,CVS #5031,Columbia Turnpike,East Greenbush,NY,12061,"Columbia Turnpike
East Greenbush, NY 12061
(42.59140716200005, -73.70229705599996)"
Delaware,Grocery (Formula Allowed),Freshtown #604,Bridge St,Margaretville,NY,12455,"Bridge St
Margaretville, NY 12455
(42.14803163300007, -74.64738601199997)"
Monroe,Grocery w/ Pharmacy inside,Wegmans Food Market #64,Latta Rd,Rochester,NY,14612,"Latta Rd
Rochester, NY 14612
(43.25295005100003, -77.68071060199998)"
Oneida,Grocery (Formula Allowed),Save-A-Lot #892,Black River Blvd,Rome,NY,13440,"Black River Blvd
Rome, NY 13440
(43.21137986200006, -75.45289714899997)"
Kings,Grocery,C-Town Supermarkets,Nostrand Ave,Brooklyn,NY,11226,"Nostrand Ave
Brooklyn, NY 11226
(40.64742521200003, -73.94920988199993)"
New York,Grocery,Compare,Avenue D,New York,NY,10009,"Avenue D
New York, NY 10009
(40.723362070000064, -73.97627186699998)"
Kings,Grocery w/ Pharmacy inside,Stop & Shop #2586,Atlantic Av,Brooklyn,NY,11217,"Atlantic Av
Brooklyn, NY 11217
(40.685244956000076, -73.98047396399994)"
Schuyler,Grocery (Formula Allowed),Tops Market #576,South Franklin St,Watkins Glen,NY,14891,"South Franklin St
Watkins Glen, NY 14891
(42.37220440800007, -76.86898899299996)"
Richmond,Grocery,"Legacy Africana Market, Inc.",Bay St,Staten Island,NY,10304,"Bay St
Staten Island, NY 10304
(40.62593801100007, -74.07519028799999)"
Kings,Grocery,Sam's Grocery,Rockaway Pkwy.,Brooklyn,NY,11236,"Rockaway Pkwy.
Brooklyn, NY 11236
(40.64379788200006, -73.90080056899995)"
St. Lawrence,Grocery,Tri Town Iga Express,Us Highway 11c,Brasher Falls,NY,13613,"Us Highway 11c
Brasher Falls, NY 13613
(44.80039125400003, -74.75683057199996)"
Jefferson,Pharmacy Only,Walgreens #10239,State St,Watertown,NY,13601,"State St
Watertown, NY 13601
(43.96799130100004, -75.88393254999994)"
Monroe,Grocery w/ Pharmacy inside,Tops Market #450,Lake Rd,Hamlin,NY,14464,"Lake Rd
Hamlin, NY 14464
(43.29224164400006, -77.92086486699998)"
Richmond,Grocery (Formula Allowed),Target Store T-2753,Richmond Avenue,Staten Island,NY,10314,"Richmond Avenue
Staten Island, NY 10314
(40.58146888700003, -74.16907282799997)"
Nassau,Pharmacy Only,Walgreens #09868,Sunrise Hwy,Massapequa,NY,11758,"Sunrise Hwy
Massapequa, NY 11758
(40.68233018600006, -73.42978725799998)"
Suffolk,Pharmacy Only,Family Care Pharmacy,Walt Whitman Rd,Huntington Station,NY,11746,"Walt Whitman Rd
Huntington Station, NY 11746
(40.827608551000026, -73.41157637599997)"
St. Lawrence,Grocery,Lavigne's Iga Of Potsdam,Elm Street,Potsdam,NY,13676,"Elm Street
Potsdam, NY 13676
(44.66991002900005, -74.97191505199999)"
Schenectady,Grocery w/ Pharmacy inside,Hannaford Food & Drug #8320,Altamont Ave,Schenectady,NY,12303,"Altamont Ave
Schenectady, NY 12303
(42.78671998100003, -73.94212500699996)"
Erie,Grocery w/ Pharmacy inside,Wegmans Food & Pharmacy #86,Niagara Falls Blvd,Amherst,NY,14228,"Niagara Falls Blvd
Amherst, NY 14228
(43.02238432300004, -78.82218483899999)"
Kings,Pharmacy Only,Walgreens #11806,Beverley Rd,Brooklyn,NY,11218,"Beverley Rd
Brooklyn, NY 11218
(40.64341759100006, -73.97292579099997)"
Suffolk,Pharmacy Only,CVS Pharmacy #5104,County Road 111,Manorville,NY,11949,"County Road 111
Manorville, NY 11949
(40.869927629000074, -72.79655395799995)"
Nassau,Grocery (Formula Allowed),King Kullen #52,Forest Ave,Glen Cove,NY,11542,"Forest Ave
Glen Cove, NY 11542
(40.87288685800007, -73.62264622899994)"
Westchester,Grocery,All Fresh Food Corp,Palisade Avenue,Yonkers,NY,10701,"Palisade Avenue
Yonkers, NY 10701
(40.935882434000064, -73.89450429999994)"
OOS,Grocery w/ Pharmacy inside,ShopRite Of Montague #253,Rt 23 Tri State Mall,Montague,NJ,7927,"Rt 23 Tri State Mall
Montague, NJ 7927
(41.35107854600005, -74.68535261799997)"
Nassau,Pharmacy Only,CVS Pharmacy #177,Wantagh Avenue,Wantagh,NY,11793,"Wantagh Avenue
Wantagh, NY 11793
(40.685535059000074, -73.50987245699997)"
Richmond,Grocery,Market Fresh Supermarket,Tompkins Avenue,Staten Island,NY,10305,"Tompkins Avenue
Staten Island, NY 10305
(40.60753856300005, -74.06759233099996)"
Queens,Grocery,C-Town Supermarkets,Jamaica Avenue,Hollis,NY,11423,"Jamaica Avenue
Hollis, NY 11423
(40.71300943400007, -73.76767452399997)"
Nassau,Grocery w/ Pharmacy inside,Stop & Shop #541,Old Country Ro,Carle Place,NY,11514,"Old Country Ro
Carle Place, NY 11514
(40.74540402300005, -73.60282304499998)"
Kings,Grocery,Key Food,Malcolm X Blvd,Brooklyn,NY,11221,"Malcolm X Blvd
Brooklyn, NY 11221
(40.68980066800003, -73.93043888199998)"
Chemung,Pharmacy Only,Walgreens #10864,N Main St,Elmira,NY,14901,"N Main St
Elmira, NY 14901
(42.09791353300005, -76.81257080799998)"
Orange,Grocery,R&g Produce Llc- Gary Glowaczewski,Van Sickle Road,Goshen,NY,10924,"Van Sickle Road
Goshen, NY 10924
(41.31648003000004, -74.44287992299996)"
Queens,Grocery (Formula Allowed),Key Food Supermarket,30th Av,Astoria,NY,11103,"30th Av
Astoria, NY 11103
(40.76332301200006, -73.91379550499994)"
Kings,Grocery,"C&s E-Superette, Inc.",Fort Hamilton Pkwy,Brooklyn,NY,11209,"Fort Hamilton Pkwy
Brooklyn, NY 11209
(40.61733612000006, -74.02714341899997)"
Bronx,Grocery,Met Food Markets Deli Meats Produce,White Plains Road,Bronx,NY,10473,"White Plains Road
Bronx, NY 10473
(40.816038897000055, -73.85686341999997)"
New York,Pharmacy Only,Duane Reade #14433,W 37th Street,New York,NY,10018,"W 37th Street
New York, NY 10018
(40.75401141400005, -73.99189274399998)"
Kings,Grocery,Throop Ave. Grocery & Meat Market,Park Av,Brooklyn,NY,11206,"Park Av
Brooklyn, NY 11206
(40.698023559000035, -73.94561086299996)"
Kings,Grocery,Market Place By Key Food,5th Av,Brooklyn,NY,11215,"5th Av
Brooklyn, NY 11215
(40.66812867200008, -73.98716505399995)"
Westchester,Grocery (Formula Allowed),Foodtown,E Prospect Ave,Mount Vernon,NY,10550,"E Prospect Ave
Mount Vernon, NY 10550
(40.913383199000066, -73.83139256699997)"
Bronx,Grocery,Your Choice Deli Grocery Corp,Valentine Avenue,Bronx,NY,10458,"Valentine Avenue
Bronx, NY 10458
(40.86975354100008, -73.88952179599994)"
Bronx,Grocery,Los Primos Mini Market Inc,Woodycrest Avenue,Bronx,NY,10452,"Woodycrest Avenue
Bronx, NY 10452
(40.83409901600004, -73.92686572599996)"
Kings,Grocery,Shlomi Glat Kosher Meat Inc,Coney Island Avenue,Brooklyn,NY,11223,"Coney Island Avenue
Brooklyn, NY 11223
(40.60079577100004, -73.96138365999997)"
Nassau,Grocery,Best Market Of East Rockaway,Atlantic Avenue,East Rockaway,NY,11518,"Atlantic Avenue
East Rockaway, NY 11518
(40.645714517000044, -73.66498967399997)"
Nassau,Pharmacy Only,CVS Pharmacy #1084,South Long Beach Road,Freeport,NY,11520,"South Long Beach Road
Freeport, NY 11520
(40.641569909000054, -73.58733602199999)"
Rockland,Grocery w/ Pharmacy inside,ShopRite Of Pearl River,North Middletown Rd,Pearl River,NY,10965,"North Middletown Rd
Pearl River, NY 10965
(41.06919424800003, -74.01260978799996)"
Nassau,Grocery,Burnside Meat Market,Burnside Av,Lawrence,NY,11559,"Burnside Av
Lawrence, NY 11559
(40.62341635100006, -73.73793023199994)"
Queens,Grocery (Formula Allowed),Key Food,Northern Blvd,Jackson Heights,NY,11372,"Northern Blvd
Jackson Heights, NY 11372
(40.75565842200007, -73.88436839199994)"
Dutchess,Grocery w/ Pharmacy inside,Tops #531,Us-9,Rhinebeck,NY,12572,"Us-9
Rhinebeck, NY 12572
(41.92867108100006, -73.91279785799998)"
New York,Pharmacy Only,Duane Reade #14181,Amsterdam Ave,New York,NY,10023,"Amsterdam Ave
New York, NY 10023
(40.77567717900007, -73.98376255899996)"
Kings,Grocery (Formula Allowed),Key Food Supermarket,Nostrand Ave,Brooklyn,NY,11210,"Nostrand Ave
Brooklyn, NY 11210
(40.62734680300008, -73.94696667199997)"
Saratoga,Grocery w/ Pharmacy inside,Walmart #2844,Route 9,Clifton Park,NY,12065,"Route 9
Clifton Park, NY 12065
(42.861239553000075, -73.76720362799995)"
Erie,Grocery (Formula Allowed),Tops Market #44,Harlem Road,Cheektowaga,NY,14215,"Harlem Road
Cheektowaga, NY 14215
(42.94511332400003, -78.78399207899997)"
Kings,Pharmacy Only,"Infant Formula Laboratory Service,",Livonia Ave,Brooklyn,NY,11207,"Livonia Ave
Brooklyn, NY 11207
(40.66515515000003, -73.89140853299995)"
Kings,Grocery,Met Food,Nostrand Av,Brooklyn,NY,11216,"Nostrand Av
Brooklyn, NY 11216
(40.679793311000026, -73.94956970599998)"
Suffolk,Pharmacy Only,CVS Pharmacy #6026,Old Country Road,Flanders,NY,11901,"Old Country Road
Flanders, NY 11901
(40.92980638200004, -72.68163137899995)"
Monroe,Grocery (Formula Allowed),Target Store T-1194,Greece Ridge Center Drive,Rochester,NY,14626,"Greece Ridge Center Drive
Rochester, NY 14626
(43.20504935500003, -77.68740584599993)"
New York,Pharmacy Only,Duane Reade #14239,9th Ave,New York,NY,10019,"9th Ave
New York, NY 10019
(40.76572781100003, -73.98731449299999)"
Queens,Pharmacy Only,Apex Pharmacy Inc.,Sutphin Bo,Jamaica,NY,11434,"Sutphin Bo
Jamaica, NY 11434
(40.67974243100008, -73.79184268899996)"
Kings,Grocery (Formula Allowed),Bravo Supermarket,Fulton St,Brooklyn,NY,11216,"Fulton St
Brooklyn, NY 11216
(40.68025744700003, -73.94707766399995)"
Queens,Pharmacy Only,Walgreens #4445,Rockaway Blvd,South Ozone Park,NY,11420,"Rockaway Blvd
South Ozone Park, NY 11420
(40.67573144600004, -73.81669256199996)"
Kings,Pharmacy Only,Duane Reade #14184,Flatbush Ave,Brooklyn,NY,11226,"Flatbush Ave
Brooklyn, NY 11226
(40.64660261000006, -73.95811258599997)"
Queens,Grocery,Casino Gourmet Deli Corp,Rockaway Boulevard,South Ozone Park,NY,11420,"Rockaway Boulevard
South Ozone Park, NY 11420
(40.67573144600004, -73.81669256199996)"
Orange,Grocery w/ Pharmacy inside,ShopRite #242,Brookside Ave,Chester,NY,10918,"Brookside Ave
Chester, NY 10918
(41.35424381800004, -74.27957645499998)"
Suffolk,Pharmacy Only,CVS Pharmacy #2211,Wellwood Avenue,Lindenhurst,NY,11757,"Wellwood Avenue
Lindenhurst, NY 11757
(40.70680956700005, -73.38863704999994)"
Queens,Grocery,Key Food Market Place,Aguilar Avenue,Flushing,NY,11367,"Aguilar Avenue
Flushing, NY 11367
(40.72799743400003, -73.81239679699996)"
Nassau,Grocery w/ Pharmacy inside,Stop & Shop #559,West Old Country Rd,Hicksville,NY,11801,"West Old Country Rd
Hicksville, NY 11801
(40.760042009000074, -73.53446209499998)"
Queens,Grocery (Formula Allowed),Food Universe,Jamaica Ave,Queens Village,NY,11428,"Jamaica Ave
Queens Village, NY 11428
(40.716984369000045, -73.74129121499993)"
Orange,Pharmacy Only,Monroe Health Mart,Bakertown Rd,Monroe,NY,10950,"Bakertown Rd
Monroe, NY 10950
(41.33773418700008, -74.15984411999995)"
Nassau,Grocery (Formula Allowed),King Kullen #34,New Hyde Park Rd,Franklin Square,NY,11010,"New Hyde Park Rd
Franklin Square, NY 11010
(40.712127390000035, -73.67673369499994)"
Bronx,Pharmacy Only,"Wecare Rx Plus, Inc",Westchester Avenue,Bronx,NY,10461,"Westchester Avenue
Bronx, NY 10461
(40.852190000000064, -73.82909999999998)"
Suffolk,Grocery,Gala Foods,Brentwood Rd,Brentwood,NY,11717,"Brentwood Rd
Brentwood, NY 11717
(40.77217532900005, -73.24618994899998)"
Genesee,Grocery w/ Pharmacy inside,Walmart Supercenter #2088,Veterans Memorial Dr,Batavia,NY,14020,"Veterans Memorial Dr
Batavia, NY 14020
(43.01528827300007, -78.20491817399994)"
Kings,Grocery,Jenny's Food Market Inc.,41st St,Brooklyn,NY,11219,"41st St
Brooklyn, NY 11219
(40.64350457900008, -73.99409577799997)"
New York,Pharmacy Only,Duane Reade #14169,E 34th St,New York,NY,10016,"E 34th St
New York, NY 10016
(40.74579822800007, -73.97827282099996)"
Orleans,Grocery (Formula Allowed),Tops Market #451,West Av,Albion,NY,14411,"West Av
Albion, NY 14411
(43.24078602600008, -78.20656168399995)"
Kings,Grocery,You Jia Grocery Inc,20th Av,Brooklyn,NY,11204,"20th Av
Brooklyn, NY 11204
(40.61833903300004, -73.98397607499999)"
Queens,Grocery,87th Street Grocery & Deli Inc.,Jamaica Av,Woodhaven,NY,11421,"Jamaica Av
Woodhaven, NY 11421
(40.692639471000064, -73.85706776699993)"
Westchester,Grocery,La Mexicana Grocery 93 Inc,4th Street,New Rochelle,NY,10801,"4th Street
New Rochelle, NY 10801
(40.91026091800006, -73.79649499499999)"
Oswego,Grocery (Formula Allowed),Byrne Dairy #68,Us Route 11,Central Square,NY,13036,"Us Route 11
Central Square, NY 13036
(43.29655736600006, -76.15132970899998)"
Bronx,Grocery,Community Deli Food Market Corp,Carpenter Avenue,Bronx,NY,10467,"Carpenter Avenue
Bronx, NY 10467
(40.88554503600005, -73.86508492099995)"
Erie,Pharmacy Only,Walgreens #12081,S Park Ave,Hamburg,NY,14075,"S Park Ave
Hamburg, NY 14075
(42.76190539000004, -78.82433063399998)"
Nassau,Grocery w/ Pharmacy inside,Preferred Pharmacy Inc.,Fulton Av,Hempstead,NY,11550,"Fulton Av
Hempstead, NY 11550
(40.709541959000035, -73.61848293299994)"
Steuben,Grocery (Formula Allowed),Tops Market #540,West Pulteney St,Corning,NY,14830,"West Pulteney St
Corning, NY 14830
(42.15216165900006, -77.07178385299994)"
Nassau,Pharmacy Only,CVS Pharmacy #1073,Main Street,Farmingdale,NY,11735,"Main Street
Farmingdale, NY 11735
(40.723250876000066, -73.44192400799994)"
Kings,Pharmacy Only,Oceana Pharmacy,Coney Island Avenue,Brooklyn,NY,11235,"Coney Island Avenue
Brooklyn, NY 11235
(40.58801929400005, -73.96040892799994)"
Ulster,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8341,Route 9w,Highland,NY,12528,"Route 9w
Highland, NY 12528
(41.70786820200004, -73.96626737299994)"
Kings,Grocery,Iv Seasons Deli Grocery Corp I,Avenue U,Brooklyn,NY,11229,"Avenue U
Brooklyn, NY 11229
(40.60018642800003, -73.94411570799997)"
Kings,Grocery,Met Fresh,Myrtle Avenue,Brooklyn,NY,11237,"Myrtle Avenue
Brooklyn, NY 11237
(40.69899757600007, -73.91642333399994)"
Westchester,Grocery (Formula Allowed),Acme #2630,Quaker Ridge Road,New Rochelle,NY,10804,"Quaker Ridge Road
New Rochelle, NY 10804
(40.95299740300004, -73.78419750099994)"
Queens,Grocery,Woodside Mini Market Corp.,47th St,Woodside,NY,11377,"47th St
Woodside, NY 11377
(40.73759240600003, -73.91886415899995)"
Monroe,Grocery (Formula Allowed),Tops Market #452,South Av,Hilton,NY,14468,"South Av
Hilton, NY 14468
(43.28437034600006, -77.79144052599997)"
Queens,Grocery (Formula Allowed),Bravo Supermarket,Roosevelt Ave,Jackson Heights,NY,11372,"Roosevelt Ave
Jackson Heights, NY 11372
(40.74786229600005, -73.88194351399994)"
Kings,Grocery (Formula Allowed),Fine Fare Fresh,Flatbush Ave,Brooklyn,NY,11210,"Flatbush Ave
Brooklyn, NY 11210
(40.63046320700005, -73.94516141499997)"
Kings,Grocery,Met Fresh Supermarket,3rd Avenue,Brooklyn,NY,11209,"3rd Avenue
Brooklyn, NY 11209
(40.62405942500004, -74.03081878899997)"
Broome,Grocery w/ Pharmacy inside,Price Chopper #234,Chenango Bridge Road,Binghamton,NY,13901,"Chenango Bridge Road
Binghamton, NY 13901
(42.16843553000007, -75.87639935599998)"
Westchester,Grocery,Walnut Deli Grocery Corp.,Walnut Street,Yonkers,NY,10701,"Walnut Street
Yonkers, NY 10701
(40.93526914700004, -73.88621038499997)"
New York,Grocery,Key Food,West 125th Street,New York,NY,10027,"West 125th Street
New York, NY 10027
(40.81530081500006, -73.95795346699998)"
Albany,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8362,Wolf Rd,Albany,NY,12205,"Wolf Rd
Albany, NY 12205
(42.71758948400003, -73.80809254899998)"
New York,Pharmacy Only,Duane Reade #14125,Broad St,New York,NY,10004,"Broad St
New York, NY 10004
(40.704031523000026, -74.01156994199994)"
Westchester,Grocery,Triunfo Mini Market Inc.,Ashburton Avenue,Yonkers,NY,10701,"Ashburton Avenue
Yonkers, NY 10701
(40.939277246000074, -73.87826073499997)"
New York,Grocery,Associated,Lenox Ave,New York,NY,10037,"Lenox Ave
New York, NY 10037
(40.81092154800007, -73.94311386199996)"
Kings,Grocery,Arabica Mini Market Inc.,Bradford St,Brooklyn,NY,11207,"Bradford St
Brooklyn, NY 11207
(40.669746718000056, -73.89144107199996)"
Bronx,Grocery,Ekiti-Kete African & Caribbean Supe,Williamsbridge Road,Bronx,NY,10469,"Williamsbridge Road
Bronx, NY 10469
(40.862814695000054, -73.85792932499999)"
Suffolk,Pharmacy Only,CVS Pharmacy #2960,Main Street,Port Jefferson,NY,11777,"Main Street
Port Jefferson, NY 11777
(40.94043557600003, -73.06272737099994)"
Onondaga,Grocery w/ Pharmacy inside,Wegmans Food Market #37,James St,East Syracuse,NY,13057,"James St
East Syracuse, NY 13057
(43.070075178000025, -76.08003946899998)"
New York,Pharmacy Only,Duane Reade #14225,Broadway,New York,NY,10025,"Broadway
New York, NY 10025
(40.792862756000034, -73.97294741699994)"
Kings,Grocery,ShopRite Of Gateway Center,Gateway Drive,Brooklyn,NY,11239,"Gateway Drive
Brooklyn, NY 11239
(40.64935841800008, -73.87360344899997)"
Broome,Grocery,Gregg's Market Place (Whitney Point,Route 11,Whitney Point,NY,13862,"Route 11
Whitney Point, NY 13862
(42.33398922900005, -75.97099335999997)"
Queens,Grocery (Formula Allowed),C-Town Supermarkets,Jamaica Ave,Woodhaven,NY,11421,"Jamaica Ave
Woodhaven, NY 11421
(40.692639471000064, -73.85706776699993)"
Westchester,Pharmacy Only,Map Pharmacy Inc.,North Broadway,Yonkers,NY,10701,"North Broadway
Yonkers, NY 10701
(40.96340476000006, -73.88537458199994)"
Westchester,Grocery,233 Grove Street Food Corp,Martin Luther King Blvd,White Plains,NY,10601,"Martin Luther King Blvd
White Plains, NY 10601
(41.03077423700006, -73.76933498899996)"
Bronx,Grocery,Food Fair Fresh Market,Castle Hill Avenue,Bronx,NY,10473,"Castle Hill Avenue
Bronx, NY 10473
(40.819224374000044, -73.84808017099994)"
Kings,Pharmacy Only,Walgreens #10441,Coney Island Ave,Brooklyn,NY,11223,"Coney Island Ave
Brooklyn, NY 11223
(40.60079577100004, -73.96138365999997)"
Westchester,Grocery,Met Fresh,South Lexington Avenue,White Plains,NY,10606,"South Lexington Avenue
White Plains, NY 10606
(41.02284641700004, -73.77058653199998)"
